MDSS01.LC03CALC.PD01CA32,PD01 Connecting Rod Bearing Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI39,PD01 Main Bearing Temp 1,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI40,PD01 Main Bearing Temp 2,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI41,PD01 Main Bearing Temp 3,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI42,PD01 Main Bearing Temp 4,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI43,PD01 Main Bearing Temp 5,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI44,PD01 Main Bearing Temp 6,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI45,PD01 Main Bearing Temp 7,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI46,PD01 Main Bearing Temp 8,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI47,PD01 Main Bearing Temp 9,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03CALC.PD01CA38,PD01 Main Bearing Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI69,PD01 LO Inlet Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03OPC.PD01TI74,PD01 JW Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD01SI02|200|99999,,EHA
MDSS01.LC03CALC.PD02CA64,PD02 Boost Pressure Deviation A,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03CALC.PD02CA65,PD02 Boost Pressure Deviation B,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03CALC.PD02CA49,PD02 Air Manifold Pressure Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03CALC.PD02CA33,PD02 Boost Pressure Mismatch,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI66,PD02 Charge Air Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI01,PD02 EGT A1,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI02,PD02 EGT A2,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI03,PD02 EGT A3,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI04,PD02 EGT A4,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI05,PD02 EGT A5,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI06,PD02 EGT A6,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI07,PD02 EGT A7,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI08,PD02 EGT A8,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI09,PD02 EGT B1,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI10,PD02 EGT B2,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI11,PD02 EGT B3,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI12,PD02 EGT B4,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI13,PD02 EGT B5,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI14,PD02 EGT B6,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI15,PD02 EGT B7,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI16,PD02 EGT B8,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03CALC.PD02CA21,PD02 EGT Turbo Outlet Deviation A,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03CALC.PD02CA20,PD02 EGT Turbo Outlet Deviation B,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03CALC.PD02CA26,PD02 Fuel Rack Position Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI57,PD02 Connecting Rod Bearing Temp 1,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI58,PD02 Connecting Rod Bearing Temp 2,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI59,PD02 Connecting Rod Bearing Temp 3,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI60,PD02 Connecting Rod Bearing Temp 4,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI61,PD02 Connecting Rod Bearing Temp 5,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI62,PD02 Connecting Rod Bearing Temp 6,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI63,PD02 Connecting Rod Bearing Temp 7,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI64,PD02 Connecting Rod Bearing Temp 8,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03CALC.PD02CA32,PD02 Connecting Rod Bearing Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI39,PD02 Main Bearing Temp 1,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI40,PD02 Main Bearing Temp 2,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI41,PD02 Main Bearing Temp 3,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI42,PD02 Main Bearing Temp 4,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI43,PD02 Main Bearing Temp 5,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI44,PD02 Main Bearing Temp 6,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI45,PD02 Main Bearing Temp 7,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI46,PD02 Main Bearing Temp 8,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI47,PD02 Main Bearing Temp 9,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03CALC.PD02CA38,PD02 Main Bearing Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI69,PD02 LO Inlet Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03OPC.PD02TI74,PD02 JW Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.PD02SI02|200|99999,,EHA
MDSS01.LC03CALC.GT01CA12,GT01 VSV Position Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GSCATI13,GT01 Intake Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA20,GT01 IP Exit Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA22,GT01 Combustor Inlet Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA68,GT01 Power Turbine Inlet Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA14,GT01 IP Exit Pressure Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA16,GT01 Combustor Inlet Pressure Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA18,GT01 Power Turbine Inlet Pressure Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA59,GT01 Combined Scavenge Diff Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA25,GT01 Tail Bearing Diff Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA61,GT01 FMV Inlet Pressure Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA10,GT01 Fuel Mass Flow Deviation A,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA75,GT01 Fuel Mass Flow Deviation B,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT01CA65,GT01 WCAC SW dP,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GSCAVI06,GT01 Broadband Front Displacement Vibration,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GSCAVI05,GT01 Broadband Middle Displacement Vibration,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GSCAVI04,GT01 Broadband Rear Displacement Vibration,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT01SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA12,GT02 VSV Position Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GPCATI13,GT02 Intake Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA20,GT02 IP Exit Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA22,GT02 Combustor Inlet Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA68,GT02 Power Turbine Inlet Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA14,GT02 IP Exit Pressure Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA16,GT02 Combustor Inlet Pressure Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA18,GT02 Power Turbine Inlet Pressure Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA59,GT02 Combined Scavenge Diff Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA25,GT02 Tail Bearing Diff Temp Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA61,GT02 FMV Inlet Pressure Deviation,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA10,GT02 Fuel Mass Flow Deviation A,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA75,GT02 Fuel Mass Flow Deviation B,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GT02CA65,GT02 WCAC SW dP,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GPCAVI06,GT02 Broadband Front Displacement Vibration,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GPCAVI05,GT02 Broadband Middle Displacement Vibration,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03CALC.GPCAVI04,GT02 Broadband Rear Displacement Vibration,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.GT02SI01|6000|9999999,,EHA
MDSS01.LC03OPC.CG01TI02,CG01 Gearbox Bearing #1 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI03,CG01 Gearbox Bearing #2 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI04,CG01 Gearbox Bearing #3 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI05,CG01 Gearbox Bearing #4 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI06,CG01 Gearbox Bearing #5 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI07,CG01 Gearbox Bearing #6 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI08,CG01 Gearbox Bearing #7 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI09,CG01 Gearbox Bearing #8 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI10,CG01 Gearbox Bearing #9 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI11,CG01 Gearbox Bearing #10 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI12,CG01 Gearbox Bearing #11 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI13,CG01 Gearbox Bearing #12 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI14,CG01 Gearbox Bearing #13 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI15,CG01 Gearbox Bearing #14 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI16,CG01 Gearbox Bearing #15 Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI17,CG01 Gearbox Bearing #17A Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI18,CG01 Gearbox Bearing #17F Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|300|785,,EHA
MDSS01.LC03OPC.CG01TI02,CG01 Gearbox Bearing #1 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI03,CG01 Gearbox Bearing #2 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI04,CG01 Gearbox Bearing #3 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI05,CG01 Gearbox Bearing #4 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI06,CG01 Gearbox Bearing #5 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI07,CG01 Gearbox Bearing #6 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI08,CG01 Gearbox Bearing #7 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI09,CG01 Gearbox Bearing #8 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI10,CG01 Gearbox Bearing #9 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI11,CG01 Gearbox Bearing #10 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI12,CG01 Gearbox Bearing #11 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI13,CG01 Gearbox Bearing #12 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI14,CG01 Gearbox Bearing #13 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI15,CG01 Gearbox Bearing #14 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
MDSS01.LC03OPC.CG01TI16,CG01 Gearbox Bearing #15 Max Temp,1/1/2001 1:01,1/1/2001 1:01,MDSS01.LC03OPC.CG01SI07|1400|99999,,EHA
